level_0,index,Event Id,Investigation Type,Accident Number,Event Date,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Aircraft Damage,Aircraft Category,Registration Number,Make,Model,Amateur Built,Number Of Engines,Engine Type,Far Description,Schedule,Purpose Of Flight,Air Carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Report Status,Publication Date,Make/Model,Year
52105,84136,20191029X22722,Accident,ERA20FA020,2019-10-29,"Colonia, NJ",United States,403525N,0741839W,LDJ,Linden,Fatal,Destroyed,Airplane,N959MJ,Cessna,414,No,2.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,IMC,,,01-12-2021,Cessna - 414,2019
52107,84138,20191030X64711,Accident,DCA20CA010,2019-10-29,"Boise, ID",United States,043300N,0116180W,KBOI,Boise Airport,Non-Fatal,Substantial,Airplane,N402QX,De Havilland,DHC8,No,2.0,,121,SCHD,,Horizon Air Indistries Inc.,0.0,0.0,0.0,2.0,VMC,,a bird strike during climb out.,26-09-2020,De Havilland - DHC8,2019
52110,84141,20200324X03417,Incident,ENG20WA023,2019-10-30,"Kolkata, India",India,,,,,,,Airplane,VT-ITM,Airbus,A320,No,2.0,Geared Turbofan,NUSC,SCHD,,IndiGo Air,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A320,2019
52112,84143,20191031X24146,Accident,ERA20FA022,2019-10-31,"Ocala, FL",United States,029830N,0821139W,OCF,Ocala Intl-Jim Taylor Field,Fatal,Destroyed,Airplane,N959CM,Beech,58,No,2.0,Reciprocating,091,,Flight Test,Caribbean World Resorts Ltd,2.0,0.0,0.0,0.0,VMC,,,16-11-2021,Beech - 58,2019
52113,84144,20191031X31506,Accident,GAA20CA054,2019-10-31,"New Braunfels, TX",United States,294630N,0975840W,,,Non-Fatal,Minor,Airplane,N850BK,Beech,200,No,2.0,Turbo Prop,091,,Business,RPM Consulting LLC,0.0,0.0,1.0,1.0,VMC,,The airplanes in-flight collision with a bird.,26-09-2020,Beech - 200,2019
52120,84151,20191102X80415,Accident,ERA20FA027,2019-11-01,"Stuart, FL",United States,271034N,0801245W,SUA,Witham Field,Fatal,Destroyed,Airplane,N10VD,Grumman,OV-1,No,2.0,Turbo Prop,091,,Air Race show,,1.0,0.0,0.0,0.0,VMC,,,26-09-2020,Grumman - OV-1,2019
52131,84162,20191104X62255,Accident,ERA20TA030,2019-11-04,"Doral, FL",United States,254749N,0802028W,MIA,MIAMI INTL,Non-Fatal,Substantial,Airplane,N6015Z,Beech,76,No,2.0,Reciprocating,091,,Personal,GPS Global Flight School,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper fuel planning, which resulted in fuel exhaustion and  a total loss of power to both engines.
",28-01-2021,Beech - 76,2019
52143,84174,20191109X11440,Accident,GAA20CA084,2019-11-09,"Broomfield, CO",United States,395432N,0010572W,BJC,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Airplane,N6206V,Beech,55,No,2.0,Reciprocating,091,,Personal,Bhl Aviation Llc,0.0,0.0,0.0,2.0,VMC,,The pilot's unintentional retraction of the landing gear during the landing roll.,26-09-2020,Beech - 55,2019
52147,84178,20191109X41322,Accident,GAA20CA085,2019-11-09,"Salt Lake City, UT",United States,404724N,1115848W,SLC,Salt Lake City Intl,Non-Fatal,Substantial,Airplane,N914MB,Piper,PA60,No,2.0,Reciprocating,091,,Business,Medical Management Inc,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to follow the taxiway centerline guide and his distraction due to adjusting the radio, which resulted in his failure to maintain clearance from a taxiway light after landing and while taxiing to a ramp.  ",26-09-2020,Piper - PA60,2019
52150,84181,20191111X91036,Accident,GAA20CA063,2019-11-10,"Lebanon, IN",United States,040210N,0862856W,6I4,Boone County,Non-Fatal,Substantial,Helicopter,N827MW,Sikorsky,S 58JT,No,2.0,Turbo Shaft,091,,Positioning,"Midwest Helicopter Airways, Inc.",0.0,3.0,0.0,0.0,VMC,,The pilot's failure to maintain proper clearance from a tractor trailer during landing.,26-09-2020,Sikorsky - S 58JT,2019
52155,84186,20191111X02542,Accident,DCA20LA013,2019-11-11,"Chicago, IL",United States,413458N,0873232W,KORD,Chicago O'Hare,Non-Fatal,Substantial,Airplane,N619AE,Embraer,EMB145,No,2.0,Turbo Fan,121,SCHD,,Envoy Air Inc.,0.0,0.0,0.0,41.0,,,,26-09-2020,Embraer - EMB145,2019
52164,84195,20191113X91346,Accident,WPR20LA029,2019-11-13,"Salt Lake City, UT",United States,401014N,1113842W,,,Non-Fatal,Substantial,Helicopter,N271HC,Agusta,A109,No,2.0,Turbo Shaft,135,NSCH,,IHC Health Services Inc,0.0,0.0,0.0,3.0,,,,26-09-2020,Agusta - A109,2019
52173,84204,20191122X42900,Incident,ENG20IA005,2019-11-16,"Penobscot, ME",United States,443116N,0683828W,,,Non-Fatal,Minor,Helicopter,N901EM,Agusta,A109,No,2.0,Turbo Shaft,135,NSCH,,SevenBar Aviation LLC,0.0,0.0,0.0,4.0,VMC,,"Fatigue fracture of the main rotor blade tip cap leading edge and subsequent partial separation of the tip cap, resulting in increased vibrations in the main rotor.",29-06-2021,Agusta - A109,2019
52198,84229,20191126X43854,Accident,CEN20TA025,2019-11-25,"Mount Pleasant, TX",United States,033539N,0945741W,OSA,Mount Pleasant Rgnl,Non-Fatal,Substantial,Airplane,N15412,Piper,PA34,No,2.0,Reciprocating,091,,Instructional,US Aviation Group LLC,0.0,0.0,0.0,2.0,VMC,,"The pilot's hard, bounced landing and the flight instructor's delayed remedial action, which resulted in a fracture of the nose landing gear mounting structure.  
  ",28-01-2021,Piper - PA34,2019
52217,84248,20191203X81852,Accident,CEN20LA028,2019-12-03,"Detroit, MI",United States,422434N,0083037W,DET,COLEMAN A YOUNG MUNI,Non-Fatal,Substantial,Airplane,N469RJ,Bae,BAE 125 SERIES 800A,No,2.0,Turbo Fan,135,NSCH,,Business Jet Managers Inc,0.0,0.0,0.0,2.0,VMC,,,26-09-2020,Bae - BAE 125 SERIES 800A,2019
52219,84250,20200804X31033,Incident,WPR20WA251,2019-12-03,"Eaton, Australia",Australia,122453S,1305236E,,,,Minor,Airplane,VH-ZZA,De Havilland,DHC8,No,2.0,Turbo Prop,NUSN,,,Surveillance Australia Pty. Ltd.,0.0,0.0,0.0,0.0,,,,26-09-2020,De Havilland - DHC8,2019
52236,84267,20191210X12113,Incident,ENG20IA006,2019-12-09,"Keene, NH",United States,425551N,0721639W,BDL,Bradley Intl,Non-Fatal,Minor,Airplane,C-GNON,De Havilland,DHC8,No,2.0,Turbo Prop,129,SCHD,,Jazz Aviation LP,0.0,0.0,0.0,18.0,IMC,,The arcing failure of the windshield heat L2 power wire on the right windshield due to unknown reasons.,10-06-2021,De Havilland - DHC8,2019
52241,84272,20191211X12602,Accident,WPR20LA038,2019-12-11,"Phoenix, AZ",United States,033411N,0112637W,DVT,PHOENIX DEER VALLEY,Non-Fatal,Substantial,Airplane,N2822F,Piper,PA-34-200T,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,,26-09-2020,Piper - PA-34-200T,2019
52251,84282,20191218X82112,Accident,DCA20CA040,2019-12-15,"Philadelphia, PA",United States,395220N,0751426W,,,Non-Fatal,,Airplane,N648AE,Embraer,EMB145,No,2.0,,121,SCHD,,Piedmont Airlines,0.0,0.0,1.0,40.0,VMC,,,13-12-2021,Embraer - EMB145,2019
52255,84286,20191217X00033,Incident,DCA20WA039,2019-12-16,"Shannon, Ireland",Ireland,,,,,Non-Fatal,,Airplane,N642UA,Boeing,767,No,2.0,Turbo Fan,121,NSCH,,United Airlines,0.0,0.0,0.0,11.0,,,,26-09-2020,Boeing - 767,2019
52256,84287,20191217X93140,Accident,DCA20CA038,2019-12-16,"Alexandria, LA",United States,031627N,0924259W,,,Non-Fatal,,Airplane,N805AE,Embraer,EMB 135KL,No,2.0,,121,SCHD,,Envoy Air Inc,0.0,0.0,1.0,38.0,IMC,,an encounter with convectively induced turbulence while overflying an area of known convective activity.,26-01-2021,Embraer - EMB 135KL,2019
52258,84289,20191217X72849,Accident,WPR20CA046,2019-12-17,"Visalia, CA",United States,361930N,1192356W,KVIS,Visalia Airport,Non-Fatal,Substantial,Airplane,N160RW,Beech,350,No,2.0,Turbo Prop,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,"The single-engine pilots failure to yield to traffic established on the taxiway, which resulted in a ground collision.",26-09-2020,Beech - 350,2019
52259,84290,20191224X95158,Accident,CEN20LA041,2019-12-18,"Scotts Bluff, NE",United States,415138N,1033935W,,,Non-Fatal,Substantial,Airplane,CGOJG,Cessna,525A,No,2.0,Turbo Fan,NUSN,NSCH,Executive/corporate,C-GHGR,0.0,0.0,0.0,5.0,VMC,,,26-09-2020,Cessna - 525A,2019
52262,84293,20191220X85302,Accident,DCA20CA043,2019-12-18,"Disputanta, VA",United States,375450N,0077828W,,,Non-Fatal,,Airplane,N959UW,Embraer,ERJ190,No,2.0,Turbo Fan,121,SCHD,,American Airlines Inc,0.0,0.0,1.0,47.0,VMC,,an encounter with clear air turbulence during cruise flight.,26-01-2021,Embraer - ERJ190,2019
52263,84294,20200107X23239,Incident,CEN20WA056,2019-12-18,"Geneva, Eswatini",Eswatini,,,,,Non-Fatal,,Airplane,D-CNMB,Learjet,45,No,2.0,,NUSC,,,MHS Aviation GmbH,0.0,0.0,0.0,2.0,,,,26-09-2020,Learjet - 45,2019
52267,84298,20191227X84547,Accident,DCA20CA046,2019-12-19,"Chicago, IL",United States,415828N,0875326W,ORD,Chicago O'Hare Intl,Non-Fatal,,Airplane,N68802,Boeing,737,No,2.0,,121,SCHD,,United Airlines,0.0,0.0,1.0,184.0,VMC,,,13-12-2021,Boeing - 737,2019
52268,84299,20200106X30656,Accident,ERA20WA066,2019-12-19,"Charallave, Venezuela",Venezuela,103153N,0665325W,,,Fatal,Destroyed,Airplane,YV1104,Beech,A100,No,2.0,Unknown,UNK,,,,9.0,0.0,0.0,0.0,,,,26-09-2020,Beech - A100,2019
52279,84310,20191226X73236,Incident,ENG20WA009,2019-12-22,"Mumbai, India",India,,,,,,,Airplane,VT-WJE,Airbus,A320,No,2.0,Geared Turbofan,NUSC,SCHD,,GoAir,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A320,2019
52280,84311,20200110X80637,Accident,DCA20CA050,2019-12-22,"Kansas City, MO",United States,003965N,0942839W,MCI,Kansas City Intl,,Substantial,Airplane,N7739A,Boeing,737,No,2.0,,121,SCHD,,Southwest Airlines,0.0,0.0,0.0,0.0,VMC,,,26-09-2020,Boeing - 737,2019
52284,84315,20191226X81929,Incident,ENG20WA011,2019-12-23,"Guwahati, India",India,,,,,,,Airplane,VT-WGL,Airbus,A320,No,2.0,Geared Turbofan,NUSC,SCHD,,GoAir,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A320,2019
52285,84316,20200107X35017,Accident,DCA20LA047,2019-12-23,"Denver, CO",United States,394458N,0010503W,DEN,Denver International,Non-Fatal,Substantial,Airplane,N87513,Boeing,737-824,No,2.0,,121,SCHD,,United Airlines,0.0,0.0,0.0,178.0,,,,13-09-2021,Boeing - 737-824,2019
52299,84330,20191228X23853,Accident,CEN20MA044,2019-12-28,"LAFAYETTE, LA",United States,301034N,0092027W,LFT,Lafayette Regional Apt,Fatal,Destroyed,Airplane,N42CV,Piper,PA 31T,No,2.0,Turbo Prop,091,,Executive/corporate,Cheyenne Partners LLC,5.0,0.0,1.0,0.0,IMC,,,30-10-2020,Piper - PA 31T,2019
52307,84338,20191230X20237,Accident,WPR20LA054,2019-12-30,"Big Piney, WY",United States,423456N,0110632W,BPI,Miley Memorial Field,Non-Fatal,Substantial,Airplane,N43866,Mitsubishi,MU2B,No,2.0,Turbo Prop,091,,Personal,,0.0,0.0,0.0,4.0,,,,26-09-2020,Mitsubishi - MU2B,2019
52316,84347,20200225X55145,Incident,DCA20WA084,2020-01-01,"Mexico City, Mexico",Mexico,,,,,,,Airplane,N687DL,Boeing,757,No,2.0,,121,SCHD,,Delta Air Lines,0.0,0.0,0.0,0.0,,,,26-09-2020,Boeing - 757,2020
52318,84349,20200121X21657,Accident,WPR20CA069,2020-01-02,"Van Nuys, CA",United States,341235N,1182924W,VNY,Van Nuys Airport,Non-Fatal,,Airplane,N962SS,Gulfstream,G IV,No,2.0,Turbo Fan,135,NSCH,,EXECUTIVE CHARTERS INC,0.0,0.0,1.0,13.0,VMC,,"The airplanes encounter with turbulence during descent, which resulted in a serious injury to a flight attendant. 


",26-09-2020,Gulfstream - G IV,2020
52319,84350,20200106X74402,Accident,ERA20CA073,2020-01-03,"San Juan, PR",United States,182613N,0066018W,SIG,Fernando Luis Ribas Dominicci,Non-Fatal,Substantial,Airplane,N805D,Beech,HAWKER 900XP,No,2.0,Turbo Fan,091,,Executive/corporate,Pro Pilot,0.0,0.0,0.0,5.0,IMC,,"The pilot's failure to maintain a proper descent rate during landing, which resulted in a hard landing short of the runway.",26-09-2020,Beech - HAWKER 900XP,2020
52322,84353,20200105X63521,Accident,ERA20CA139,2020-01-04,"Morristown, NJ",United States,404758N,0742454W,MMU,Morristown Muni,Non-Fatal,Substantial,Airplane,N200HF,Beech,200,No,2.0,Turbo Prop,091,,Executive/corporate,L C Whitford Co Inc,0.0,0.0,0.0,9.0,IMC,,"The airplane hydroplaning while landing on a wet runway, which degraded its braking capability and resulted in a runway overrun onto grass and mud and the nose landing gear collapsing. Contributing to the accident was the pilot's improper decision to land the airplane until it was near the runway midpoint due to fog over the approach end of the runway.",26-09-2020,Beech - 200,2020
52336,84367,20200113X90108,Incident,ENG20WA012,2020-01-07,"New Delhi, India",India,,,,,,,Airplane,VT-WGC,Airbus,A320,No,2.0,Geared Turbofan,NUSC,SCHD,,GoAir,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A320,2020
52341,84372,20200109X21704,Accident,DCA20CA049,2020-01-08,"New York, NY",United States,404637N,0735226W,KLGA,LaGuardia Airport,Non-Fatal,Substantial,Airplane,N929NN,Boeing,737,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,0.0,121.0,Unk,,failure of the deicing truck driver to maintain appropriate clearance from the airplane.,26-09-2020,Boeing - 737,2020
52342,84373,20200109X52615,Accident,WPR20CA066,2020-01-08,"Helena, MT",United States,463625N,1115859W,HLN,Helena Rgnl,Non-Fatal,Substantial,Airplane,N1428P,Piper,PA 23,No,2.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper decision to attempt an off-airport departure from rough terrain without inspecting the takeoff area, which resulted in a collision with a shallow rut during takeoff and the nose landing gear collapsing. ",26-09-2020,Piper - PA 23,2020
52346,84377,20200125X54545,Accident,DCA20CA058,2020-01-10,"New Orleans, LA",United States,295738N,0090447W,MSY,Louis Armstrong New Orleans In,Non-Fatal,,Airplane,N1902U,Airbus,A320,No,2.0,Turbo Fan,121,SCHD,,United Airlines Inc,0.0,0.0,1.0,158.0,Unk,,an encounter with convectively induced turbulence while overflying an area of known convective activity.,26-01-2021,Airbus - A320,2020
52349,84380,20200113X34716,Accident,ANC20LA013,2020-01-12,"Fairbanks, AK",United States,644842N,1475211W,FAI,Fairbanks Intl,Non-Fatal,Substantial,Airplane,N4112K,Piper,PA31,No,2.0,Reciprocating,135,SCHD,,Hageland Aviation Services,0.0,0.0,0.0,8.0,VMC,,,12-11-2021,Piper - PA31,2020
52360,84391,20200116X50821,Accident,CEN20CA062,2020-01-16,"St. Charles, MO",United States,385545N,0902551W,SET,St Charles County Smartt,Non-Fatal,Substantial,Airplane,N6630D,Beech,76,No,2.0,Reciprocating,091,,Instructional,St Charles Flying Service Inc,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instructions misunderstanding of the flight instructors instruction and the pilot's and the instructors insufficient use of rudder while adding power to the operating engine, which resulted in the airplane rolling left and the wing striking the ground. Contributing to the accident was the flight instructor's delayed remedial action.",26-09-2020,Beech - 76,2020
52383,84414,20200129X53303,Incident,DCA20WA061,2020-01-23,"Panama City, Panama",Panama,,,,,Non-Fatal,,Airplane,N703AV,Airbus,A319,No,2.0,Turbo Fan,NUSC,SCHD,,Avianca,0.0,0.0,0.0,112.0,,,,26-09-2020,Airbus - A319,2020
52384,84415,20200212X90852,Accident,CEN20WA081,2020-01-23,"Lac Saint-Jean, Canada",Canada,483540N,0072148W,,,Non-Fatal,Substantial,Helicopter,C-GSQA,Bell,206,No,2.0,Turbo Shaft,NUSN,,Public Aircraft,"Gouvernement Du Québec, Service Aérien",0.0,0.0,1.0,0.0,VMC,,,26-09-2020,Bell - 206,2020
52395,84426,20200126X34609,Accident,ERA20LA221,2020-01-25,"San Juan, PR",United States,182724N,0066554W,TJIG,FERNANDO LUIS RIBAS DOMINICCI,Non-Fatal,Substantial,Airplane,N373ML,Gulfstream,GULFSTREAM G150,No,2.0,Turbo Fan,091,,Personal,Eagle Air,0.0,0.0,0.0,2.0,IMC,,,26-09-2020,Gulfstream - GULFSTREAM G150,2020
52404,84435,20200128X73907,Accident,CEN20FA070,2020-01-28,"Springfield, IL",United States,394545N,0893420W,SPI,Abraham Lincoln Capital Arpt,Fatal,Substantial,Airplane,N6071R,Piper,PA60,No,2.0,Reciprocating,091,,Personal,LKJ Properties LLC,3.0,0.0,0.0,0.0,IMC,,,26-09-2020,Piper - PA60,2020
52405,84436,20200129X95515,Accident,CEN20TA071,2020-01-29,"Big Spring, TX",United States,032335N,0101359W,TX31,EDWARDS LUCIAN WELLS RANCH,Non-Fatal,Substantial,Airplane,N50JR,Beech,60,No,2.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"A total loss of engine power in both engines due to fuel exhaustion, which resulted in a landing short of the runway.",05-05-2021,Beech - 60,2020
52406,84437,20200318X52128,Accident,CEN20LA125,2020-01-29,"Chilton, WI",United States,044340N,0881142W,11Y,Flying Feathers,Non-Fatal,Substantial,Airplane,N425GZ,Mitsubishi,MU 2B-40,No,2.0,Turbo Prop,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilot's decision to land on the turf runway with insufficient landing performance and his subsequent loss of control during the landing roll.
",05-05-2021,Mitsubishi - MU 2B-40,2020
52413,84444,20200210X92231,Incident,DCA20WA073,2020-01-31,"Keflavik, Iceland",Iceland,,,,,,Minor,Airplane,TF-FIA,Boeing,757,No,2.0,,129,SCHD,,,0.0,0.0,0.0,0.0,,,,26-09-2020,Boeing - 757,2020
52422,84453,20200211X10757,Accident,DCA20CA077,2020-02-03,"Los Angeles, CA",United States,335630N,1182431W,LAX,Los Angeles International,,Substantial,Airplane,N703CK,Boeing,747 412,No,4.0,,121,NSCH,,Kalitta Air,0.0,0.0,0.0,0.0,VMC,,,26-09-2020,Boeing - 747 412,2020
52432,84463,20200206X91343,Accident,CEN20LA084,2020-02-06,"St Louis, MO",United States,038450N,0902136W,SUS,Spirit Of St Louis,Non-Fatal,Substantial,Airplane,N405PT,Beech,200,No,2.0,Turbo Prop,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots loss of directional control and the subsequent nose landing gear collapse of for undetermined reasons.
",05-05-2021,Beech - 200,2020
52438,84469,20200208X35227,Accident,ERA20FA096,2020-02-08,"Fairmount, GA",United States,342743N,0844523W,,,Fatal,Substantial,Airplane,N501RG,Cessna,501,No,2.0,Turbo Fan,091,,Personal,,4.0,0.0,0.0,0.0,IMC,,,26-09-2020,Cessna - 501,2020
52443,84474,20200210X02215,Incident,DCA20WA074,2020-02-09,"San Jose, Philippines",Philippines,,,,,Non-Fatal,,Airplane,N200UU,Boeing,757,No,2.0,,121,SCHD,,American Airlines,0.0,0.0,0.0,194.0,,,,26-09-2020,Boeing - 757,2020
52445,84476,20200210X83657,Accident,DCA20WA072,2020-02-09,"Komi, Russia",Russia,,,,,Non-Fatal,Substantial,Airplane,VQ-BPS,Boeing,737,No,2.0,,129,SCHD,,Utair JSC,0.0,0.0,0.0,100.0,,,,26-09-2020,Boeing - 737,2020
52448,84479,20200213X95851,Accident,CEN20LA082,2020-02-12,"Benbrook, TX",United States,324023N,0972739W,,,Non-Fatal,Substantial,Airplane,N654CE,Cessna,560,No,2.0,Turbo Fan,091,,Executive/corporate,"SC Cole Aviation, LLC",0.0,0.0,0.0,2.0,VMC,,,26-09-2020,Cessna - 560,2020
52449,84480,20200212X55940,Accident,ERA20CA100,2020-02-12,"Barnstable, MA",United States,041409N,0701649W,HYA,Barnstable Muni-Boardman/Polan,Non-Fatal,Substantial,Airplane,N409BK,Cessna,402,No,2.0,Reciprocating,091,,Positioning,Hyannis Air Service Inc Dba,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to properly secure the crew hatch door before takeoff, which resulted in the doors forward hinge assembly tearing from its fuselage mount point.",26-09-2020,Cessna - 402,2020
52450,84481,20200212X95117,Incident,ENG20LA015,2020-02-12,"Bordeaux, France",France,,,,,Non-Fatal,,Airplane,YL-AAU,Airbus,A220,No,2.0,,NUSC,SCHD,,airBaltic,0.0,0.0,0.0,154.0,,,,12-05-2021,Airbus - A220,2020
52454,84485,20200213X92852,Accident,CEN20LA083,2020-02-13,"Broomfield, CO",United States,395552N,0105712W,BJC,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Airplane,N677P,Piaggio,P180,No,2.0,Turbo Prop,091,,Business,,0.0,0.0,0.0,4.0,IMC,,"The pilots loss of directional control on the snow-covered runway, which resulted in a runway excursion.",05-05-2021,Piaggio - P180,2020
52478,84509,20200220X10054,Accident,CEN20FA093,2020-02-20,"Coleman, TX",United States,003233N,0993412W,,,Fatal,Destroyed,Airplane,N860J,Beech,200,No,2.0,Turbo Prop,091,,Personal,TLC AIr LLC,3.0,0.0,0.0,0.0,IMC,,,17-12-2021,Beech - 200,2020
52480,84511,20200220X53802,Accident,ERA20CA125,2020-02-20,"Daytona Beach, FL",United States,291054N,0081316W,DAB,Daytona Beach Intl,Non-Fatal,Substantial,Airplane,N163TC,Cessna,510,No,2.0,Turbo Fan,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to lower the landing gear before landing. Contributing to the accident was the examiners failure to check that the landing gear was extended.,26-09-2020,Cessna - 510,2020
